PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,CustomTags,CustomLabel,TagSet
11,2026-06-23,10:07:55.96,"Clark, Hunter",1000571266,Right,,,,,,Fastball,Live,,81.02024,-1.928853752,-0.1538632333,2154.971221,194.8893312,12:30,6.67483,0.68387,6.04388,-21.15928,20.79672,5.53549,3.12536,1.00273,74.56721,-5.892554391,0.8884614781,0.4661959242,-3.03913,11.77494,-0.67492,50,6.51331,0.15699,-117.95538,-4.58318,-4.30243,21.42364,-15.50454,bd6803c5-a032-47f4-8b81-5e43ae9ac188,130fa25c-1aff-41a6-9886-521dbdb7c698,80.85107,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,81a14a29-5498-4132-9255-c9a6457ea305,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
12,2026-06-23,10:08:11.23,"Clark, Hunter",1000571266,Right,,,,,,Slider,Live,,73.5399,-0.3400282872,-1.006537515,,,,6.21583,1.16178,5.4867,-54.47196,-1.52245,-5.99178,1.35838,-0.27917,67.18562,-10.47179197,-2.133924267,0.5237238906,2.87298,-0.70283,-1.06975,50,6.15001,2.0474,-106.85834,-2.17962,3.27149,21.0215,-32.97437,2c143155-9d52-40fd-b9c5-2b6bbb08e024,130fa25c-1aff-41a6-9886-521dbdb7c698,71.97006,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,3093bef0-5291-4669-95d2-c4408549f000,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
13,2026-06-23,10:08:26.65,"Clark, Hunter",1000571266,Right,,,,,,Slider,Live,,74.18791,-1.571852577,-1.595898292,,,,6.16798,1.20042,5.42025,-51.88867,-0.22052,-2.57224,0.37082,-0.509,68.64594,-11.12501182,-2.076328495,0.5173480764,0.90617,0.33532,-1.05717,50,5.99302,3.07906,-107.81882,-4.47533,1.06312,19.33296,-31.78065,54ea78d2-6862-4009-9c80-573fa1370c0c,130fa25c-1aff-41a6-9886-521dbdb7c698,72.85702,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,34929e19-b9ae-4363-a070-0ba98cd58223,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
14,2026-06-23,10:08:43.13,"Clark, Hunter",1000571266,Right,,,,,,Curveball,Live,,68.01441,3.585786801,2.189759186,2475.665668,41.88091525,7:30,6.29497,0.87063,,-76.65517,-11.97249,-10.65077,3.34605,2.07994,62.3705,-10.34558555,0.2382876251,0.5788491399,6.06964,-7.15447,-1.09924,50,6.61109,-3.42956,-98.44923,3.76389,5.92523,16.40788,-39.15829,b826463d-4995-46ee-8d6a-151da70e1302,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,0.621773778,2475.519895,0.9999411176,,d307f04b-f647-4c53-b98c-519c3b8ed27c,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
15,2026-06-23,10:08:58.66,"Clark, Hunter",1000571266,Right,,,,,,Curveball,Live,,70.30983,-1.071210927,-0.352151352,2544.285643,51.28511363,7:45,6.32572,0.79208,5.58661,,,,,,,,,,5.84839,-4.48146,-0.75472,50,6.19127,0.92806,-102.24788,-3.69267,6.1531,17.83119,-36.889,bd4d9df1-af83-4831-acb7-8a3c44c161cb,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,67.09706381,990.1625868,0.3891711568,,ad7100ed-1e07-4cc6-90d2-f6e405a75ef1,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
16,2026-06-23,10:09:18.40,"Clark, Hunter",1000571266,Right,,,,,,Fastball,Live,,82.692,-0.1390224398,-0.1842794432,2113.251019,216.4137459,1:15,6.54098,0.97553,5.66261,-27.01777,13.9188,10.29213,4.15989,1.66139,75.84078,-5.182316009,1.742687642,0.4604973751,-5.55305,7.47981,-0.96646,50,6.51224,0.06335,-120.36311,-1.142,-8.1628,22.91734,-21.17898,000fe19a-1aa5-46b3-ad0f-785f6f900cf5,130fa25c-1aff-41a6-9886-521dbdb7c698,81.85158,Pitching,23360159,,,,,,,,,,,,,,,,,,,,28.88876568,1850.27652,0.8755592702,,3a5d1955-d9f9-479c-a813-3db33f38b36a,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
17,2026-06-23,10:09:34.29,"Clark, Hunter",1000571266,Right,,,,,,Fastball,Live,,82.0272,-1.895853533,-0.7449335617,2099.671901,204.9394686,12:45,6.48429,0.94351,5.77737,-22.48434,18.96103,8.82752,2.84601,0.98605,75.33485,-6.091099782,0.9110504351,0.463350285,-4.93989,10.69077,-0.88744,50,6.31444,1.2817,-119.34765,-4.63881,-7.144,22.39575,-16.71322,e02ae4f8-c5b9-41d2-897d-73fb2926dade,130fa25c-1aff-41a6-9886-521dbdb7c698,81.34761,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-0.3414679158,2099.634613,0.9999822408,,1ba5f819-2fc4-4ef6-9970-ae468f30dc03,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
18,2026-06-23,10:09:50.87,"Clark, Hunter",1000571266,Right,,,,,,ChangeUp,Live,,78.28537,-4.699093005,-3.061855584,2059.362068,,,6.22938,1.08551,6.29403,,,,,,,,,,-7.41005,5.8796,-0.8666,50,5.86561,5.75081,-113.58578,-10.30684,-9.79455,18.51391,-24.40243,95454bf6-153d-417b-845e-644e28c977bc,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-0.587422284,2059.253836,0.9999474441,,423317f5-046e-45ac-af9e-6e61e9355430,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
19,2026-06-23,10:10:08.10,"Clark, Hunter",1000571266,Right,,,,,,ChangeUp,Live,,78.80523,-2.046728578,-2.090209345,2180.098616,226.5534117,1:30,6.35896,0.91713,5.90013,-33.70119,10.86596,11.49547,1.64868,-0.06591,72.99741,-8.312604192,0.06545521529,0.4804838842,-6.72901,6.37913,-0.75593,50,6.17507,3.85231,-114.64048,-5.07226,-9.01988,19.75592,-23.62317,71dc540e-24ee-470b-85b4-f5599e6dc655,130fa25c-1aff-41a6-9886-521dbdb7c698,78.44683,Pitching,23360159,,,,,,,,,,,,,,,,,,,,13.79705177,2117.195256,0.9711465527,,01e22819-af55-4542-942b-4bca72dff70a,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
20,2026-06-23,10:10:24.54,"Clark, Hunter",1000571266,Right,,,,,,Fastball,Live,,84.72774,-0.7935443003,0.6435547211,2212.889081,213.2426358,1:00,6.58839,0.7352,5.59363,-21.76728,17.48711,11.48409,4.03355,2.29302,77.40486,-4.855993622,2.793807237,0.4509366373,-5.94858,9.56167,-0.79769,50,6.50643,-1.75759,-123.25746,-2.41448,-9.13216,24.97554,-17.49515,a6a7951d-07a4-4908-9761-c163f82cac51,130fa25c-1aff-41a6-9886-521dbdb7c698,83.587,Pitching,23360159,,,,,,,,,,,,,,,,,,,,15.01021689,2137.38455,0.9658796587,,b7034e00-9875-4d5d-af89-93fad5026e7f,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
21,2026-06-23,10:26:35.07,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,80.92101,0.8558698028,4.79122513,2181.607694,131.9464056,10:30,5.59818,-2.41758,6.23136,-27.34497,15.27993,-17.12329,4.11173,0.58532,72.97848,-4.339810515,1.540429773,0.4698974484,10.87171,8.09825,2.06838,50,5.64861,-9.3691,-117.36443,1.0118,14.98816,24.61508,-21.00949,2118e76b-7ea1-4f03-a722-6990ac759cae,130fa25c-1aff-41a6-9886-521dbdb7c698,80.21418,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-19.29269902,2059.095282,0.9438430601,,80db43d3-0b64-47e1-8ea6-a3c69e0eba74,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
22,2026-06-23,10:26:48.79,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,80.13135,4.286684031,0.3341431203,2080.607948,140.2755969,10:45,5.57415,-2.47819,,-29.71709,16.78995,-13.94977,7.19164,-3.32215,71.90077,-1.192073372,-2.240849213,0.4908295621,7.28088,7.29228,2.45593,50,5.99882,-0.17676,-115.94621,7.62715,9.79132,24.13095,-22.3674,0f0c585e-5afa-44f8-b3bc-10075695bb7c,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-30.06684001,1800.644517,0.8654415255,,10d54ed1-590c-41a2-ba26-5bcf2b5a6159,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
23,2026-06-23,10:27:01.76,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,78.94994,2.321134468,3.060009895,2158.299742,138.787423,10:45,5.72953,-2.42092,6.36622,-28.92503,15.18385,-13.36398,5.45892,-0.7165,71.72559,-3.17251113,0.5210462968,0.4780071703,8.22304,7.66689,2.20629,50,5.88368,-5.78416,-114.7446,3.9004,10.92242,21.96891,-21.99034,8a447540-ec37-4440-8b66-106e86b8ae1b,130fa25c-1aff-41a6-9886-521dbdb7c698,78.85329,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-36.02799056,1745.481207,0.8087297486,,ca8ccacf-29ac-483e-82c0-becbc6302e2a,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
24,2026-06-23,10:27:31.49,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,80.11385,2.981793488,1.6792074,2100.766649,141.7299714,10:45,5.41023,-2.85091,,-29.80262,17.13255,-13.55058,5.79009,-2.36927,72.06321,-2.478947543,-0.8057586587,0.4930836749,7.40351,7.79061,2.67815,50,5.71148,-2.89369,-115.99514,4.92998,9.98498,23.74336,-21.66699,f26fe645-9eab-4449-97cf-49768e168c88,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-28.39288335,1848.060477,0.8797076429,,0836a5b7-6652-41a4-a173-206060292c8b,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
25,2026-06-23,10:27:47.95,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,82.18517,2.087485009,3.656507294,2187.778253,145.9955047,10:45,5.5325,-2.46897,,-25.43053,18.08587,-12.26169,5.39367,-0.02576,73.86585,-2.632292831,1.381741536,0.4747859945,7.53584,8.77947,2.11874,50,5.71754,-7.17861,-119.01934,3.46083,10.68389,25.32135,-19.72701,ea49d6d3-b04b-4ac8-96f1-7064093b87c5,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-27.71841748,1936.717919,0.8852441586,,a6a97982-b861-4a2d-be29-74596be1be69,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
26,2026-06-23,10:28:41.81,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,81.69049,0.4721313985,3.991905248,2173.401643,133.9281182,10:30,5.51108,-2.66416,,-27.89186,15.85093,-16.54268,3.63334,-0.26995,73.64098,-4.714212756,0.9149041606,0.4760194111,9.91718,8.16464,2.29469,50,5.53457,-7.69969,-118.36707,0.03267,13.91073,24.97859,-20.72158,afa143dc-e12a-4964-8794-abe8df6acab0,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-26.24413726,1949.363041,0.8969179936,,0e614d57-e5eb-4cb9-b2f4-33b7f9c704b9,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
27,2026-06-23,10:29:11.11,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,81.17088,2.662273299,0.4228336774,2151.301233,134.475385,10:30,5.50457,-2.49774,,-28.42086,16.55472,-16.88701,5.67067,-3.50274,73.05939,-2.589665047,-2.699678986,0.4826805669,8.85309,7.71504,2.46917,50,5.75447,-0.26369,-117.67485,4.45411,12.26378,24.84736,-21.48675,c0b9bc6a-55d4-41d8-b045-fa564e5d18f9,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-15.39094913,2074.149851,0.9641373414,,638f85d8-6010-4770-a180-9b49e8fa7e7c,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
28,2026-06-23,10:29:36.09,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,82.1622,0.1773201263,2.84317762,2185.302868,140.6807605,10:45,5.55439,-2.65154,5.89134,-23.89387,17.85654,-14.67378,3.72806,-1.23271,74.11908,-4.340429131,0.0658104864,0.4650522791,8.83561,9.60498,2.43108,50,5.55507,-5.49352,-119.36693,-0.33791,12.5852,25.71642,-18.49298,f44794b5-82a1-4ecb-9c09-e22bc66a9667,130fa25c-1aff-41a6-9886-521dbdb7c698,81.0499,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-25.0886052,1979.126414,0.9056531446,,ff7ddde9-98d8-4fd1-8d38-f2a81e8ddfbb,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
29,2026-06-23,10:29:49.99,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,82.49815,1.787351888,1.576735322,2182.307596,136.5585676,10:30,5.60495,-2.38618,6.06314,-25.57397,15.38747,-14.61496,5.12888,-2.14469,74.64915,-3.058112271,-1.19452862,0.4606372027,8.42801,7.82503,2.27188,50,5.72979,-2.8794,-119.96597,3.00514,12.17203,25.15398,-20.87286,75bda203-414c-40f0-8a8a-ae4fa1d8c75b,130fa25c-1aff-41a6-9886-521dbdb7c698,81.82674,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-24.34432959,1988.266878,0.9110846163,,e7afb54b-80c7-4496-ada5-216d7e1433fd,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
30,2026-06-23,10:30:10.14,"Fink, Cooper",1000574904,Left,,,,,,ChangeUp,Live,,78.38549,-2.408261038,4.953098517,1823.653483,125.5544552,10:15,5.35203,-2.6369,5.89787,-34.62158,11.12521,-15.58433,0.22175,0.67355,71.86016,-8.867545072,2.027094276,0.4868013157,9.82871,6.69528,2.2471,50,5.13798,-9.40056,-113.57546,-5.77719,12.80581,21.29184,-23.45078,e843b1c7-c024-4c77-a02d-4f7716947cf6,130fa25c-1aff-41a6-9886-521dbdb7c698,77.42879,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-21.50366061,1696.716533,0.9303941504,,8ab265fd-cc78-4388-b9a7-8d90ed84eac5,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
31,2026-06-23,10:30:24.26,"Fink, Cooper",1000574904,Left,,,,,,ChangeUp,Live,,77.94453,2.666838594,1.748814772,1632.897267,126.0328453,10:15,5.38845,-2.73882,5.78339,-36.41524,10.18764,-14.07743,4.83759,-2.28463,70.29795,-4.20570284,-0.9117160154,0.491335107,8.1359,4.65146,2.60322,50,5.58656,-3.05258,-113.18495,4.23152,10.42286,23.05682,-26.21509,b2d8b039-4edf-461a-b88b-b133a7f85238,130fa25c-1aff-41a6-9886-521dbdb7c698,76.71432,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-34.158668,1351.199358,0.8274858345,,f416159d-1db6-49cc-9a40-27c49bad618e,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
32,2026-06-23,10:30:46.38,"Fink, Cooper",1000574904,Left,,,,,,ChangeUp,Live,,76.00509,2.058838497,0.4350147905,1722.312661,109.8779043,9:45,5.32729,-2.95678,5.7549,-42.12637,6.56906,-18.28356,3.73388,-4.07552,69.28906,-5.845478583,-3.005582171,0.5022448663,9.9558,2.9228,2.9318,50,5.47239,-0.32257,-110.50985,2.78282,12.23818,20.79162,-28.5812,c0248e96-ebe6-4115-8e90-505d982be560,130fa25c-1aff-41a6-9886-521dbdb7c698,75.04793,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-29.66556264,1496.567677,0.8689291506,,473a456d-df58-4ad3-a63d-9eca0c55bd80,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
33,2026-06-23,10:31:38.58,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,81.87833,1.839782939,1.809541338,2203.084685,139.7610623,10:45,5.58502,-2.62745,5.78314,-25.87068,16.23517,-13.78002,5.14202,-2.09191,73.93919,-3.040739863,-0.7919205546,0.4670276814,7.9793,8.1777,2.48667,50,5.72117,-3.34329,-118.9787,3.04341,11.3201,25.02061,-20.57248,02604578-376b-4d70-aff7-59d9d8a3aaf1,130fa25c-1aff-41a6-9886-521dbdb7c698,80.70708,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-24.7376441,2000.915176,0.9082334372,,871e0212-2922-4ab9-9382-d32543914858,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
34,2026-06-23,10:32:34.93,"Fink, Cooper",1000574904,Left,,,,,,Fastball,Live,,80.99291,1.424752577,4.558404665,2215.608895,142.4179312,10:45,5.65368,-2.41442,6.37414,-26.03665,15.92421,-12.33628,4.79906,0.75982,73.64529,-3.51366478,2.221464361,0.4662229298,8.07887,8.33694,2.09136,50,5.74439,-9.04355,-117.57858,2.23572,11.27992,22.83929,-20.5338,51ee09d3-dcc4-4d2e-ae64-ada6d4c64ad1,130fa25c-1aff-41a6-9886-521dbdb7c698,80.84639,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-28.01221966,1956.044657,0.8828474471,,69e06139-65bc-47f6-94e7-4708911efb14,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
